mechanism,het,info,concentration,n,outcome_from,coef_spread,miss,n_pat,cov30,eff_pat,prev,mean_impute,mean_indicator,tuned_impute,tuned_indicator,safe_adaptive,safe_oracle,delta_vs_tuned_ind,p_vs_tuned_ind,wins,n_folds,kappa_median
MNAR,0.0,1.5,0.1,1000,pattern,2.867497905789662e-15,0.1161875,197,0.0,150.21272667168074,0.091,0.49493908867112396,0.47218923610237745,0.49472082905046827,0.4702656497934804,0.4702656497934804,0.4924215065182213,0.0,1.0,0,25,1000000000.0
MNAR,0.0,1.5,0.1,4000,pattern,3.4416913763379853e-15,0.11921875,215,0.3665,161.16511830275894,0.10025,0.5914312095728657,0.6150965513941755,0.5905288813528383,0.614955449459877,0.6199682656295739,0.6456269721410395,0.005012816169696768,0.005565187791739421,16,25,1000000000.0
MNAR,0.5,0.0,0.9,1000,pattern,0.4529503937744953,0.1224375,12,0.943,2.973572115717008,0.101,0.706627118615251,0.707555358188915,0.7021248982370785,0.7067794755833513,0.7067794755833513,0.724235836502846,1.3322676295501878e-17,1.0,2,25,1000000000.0
MNAR,0.5,0.0,0.9,4000,pattern,0.5007659873459318,0.15184375,12,0.982,2.867321830264796,0.097,0.644740480370382,0.6589677006868206,0.6446558339848785,0.657557596832723,0.6792089758157451,0.695915938432518,0.021651378983022034,6.898751069615867e-05,20,25,1000.0
MNAR,0.5,0.0,0.5,1000,pattern,0.46996753752164194,0.1178125,57,0.702,14.345958887345661,0.09,0.5363383777286276,0.5117292707140911,0.5349408719413417,0.5123339460372152,0.5118396199940141,0.5377594246309484,-0.0004943260432011742,0.6547208460185769,1,25,1000000000.0
MNAR,0.5,0.0,0.5,4000,pattern,0.492129766401768,0.11584375,60,0.8565,13.95740703241044,0.10175,0.6099599851347294,0.6460680003205915,0.6094479918969983,0.6455549073240037,0.6455302792068555,0.6617158956892975,-2.4628117148166597e-05,0.03746783876385282,12,25,1000000000.0
MNAR,0.5,0.0,0.1,1000,pattern,0.4960742955857829,0.1161875,197,0.0,150.21272667168074,0.096,0.5329278293100511,0.5226768611296456,0.5347704625581698,0.5247192260053659,0.5221555170121939,0.5670604942308246,-0.0025637089931721336,0.5929800980174267,1,25,1000000000.0
MNAR,0.5,0.0,0.1,4000,pattern,0.49173008716257366,0.11921875,215,0.3665,161.16511830275894,0.10025,0.5472887453045352,0.5592081333717032,0.5471587336209873,0.5588474232063084,0.5636713663353861,0.5855680836974244,0.004823943129077673,0.002729357852020526,12,25,1000000000.0
MNAR,0.5,1.5,0.9,1000,pattern,0.4529503937744953,0.1224375,12,0.943,2.973572115717008,0.097,0.7267934138403385,0.7380145922097091,0.7254496150579051,0.7380776398502309,0.7380776398502309,0.7509438944120234,-2.6645352591003756e-17,1.0,1,25,1000000000.0
MNAR,0.5,1.5,0.9,4000,pattern,0.5007659873459318,0.15184375,12,0.982,2.867321830264796,0.09725,0.54089078640329,0.6077371110337088,0.539441967847323,0.6056022455345861,0.6626696616333128,0.6807117004799562,0.057067416098726786,1.7881393432617188e-07,24,25,300.0
MNAR,0.5,1.5,0.5,1000,pattern,0.46996753752164194,0.1178125,57,0.702,14.345958887345661,0.1,0.557462840537044,0.6360005553481313,0.5570849104928254,0.6360640471400378,0.6360640471400378,0.6508955780102434,0.0,1.0,0,25,1000000000.0
MNAR,0.5,1.5,0.5,4000,pattern,0.492129766401768,0.11584375,60,0.8565,13.95740703241044,0.104,0.58424951031975,0.6393502253687048,0.5851411107472722,0.6388557295900575,0.6385101399267605,0.6510093428166759,-0.0003455896632969502,0.6613306952297258,7,25,1000000000.0
MNAR,0.5,1.5,0.1,1000,pattern,0.4960742955857829,0.1161875,197,0.0,150.21272667168074,0.09,0.35697254817823976,0.3654590065068787,0.3582940947882205,0.3628254475834411,0.3628254475834411,0.3780528422765348,0.0,1.0,0,25,1000000000.0
MNAR,0.5,1.5,0.1,4000,pattern,0.49173008716257366,0.11921875,215,0.3665,161.16511830275894,0.1015,0.5160146299710322,0.5353191211557449,0.5158162525789396,0.5348114593623855,0.5461721744058752,0.5650190070776692,0.011360715043489636,0.0009870974388792308,14,25,1000.0
MNAR,1.5,0.0,0.9,1000,pattern,1.358851181323486,0.1224375,12,0.943,2.973572115717008,0.093,0.8134202663606537,0.7678085015792057,0.8163025236877145,0.7815680881370103,0.781560834251,0.7991829220623976,-7.2538860103543715e-06,0.4614509878333607,2,25,1000000000.0
MNAR,1.5,0.0,0.9,4000,pattern,1.5022979620377952,0.15184375,12,0.982,2.867321830264796,0.10125,0.5083581261941376,0.5964550688128142,0.5077495723053292,0.5973167875509041,0.8054157866955672,0.81516451304812,0.20809899914466307,5.960464477539063e-08,25,25,300.0
MNAR,1.5,0.0,0.5,1000,pattern,1.4099026125649259,0.1178125,57,0.702,14.345958887345661,0.098,0.48769768356185605,0.44632077700917333,0.4875136866221698,0.4430177778024681,0.4730980420747699,0.5202020014388279,0.030080264272301857,0.0015072868413933233,15,25,300.0
MNAR,1.5,0.0,0.5,4000,pattern,1.4763892992053036,0.11584375,60,0.8565,13.95740703241044,0.098,0.47802427782687723,0.5020782416357202,0.47988921067288987,0.5031419864518364,0.5270275060906657,0.5406330078986502,0.023885519638829473,0.00016246112358599135,19,25,1000.0
MNAR,1.5,0.0,0.1,1000,pattern,1.4882228867573486,0.1161875,197,0.0,150.21272667168074,0.092,0.2592907864394436,0.24149814867814107,0.25523341627916935,0.23436550886763566,0.232479382672943,0.26377902172653245,-0.0018861261946926588,0.10880943004054568,0,25,1000000000.0
MNAR,1.5,0.0,0.1,4000,pattern,1.475190261487721,0.11921875,215,0.3665,161.16511830275894,0.10575,0.3523100854263306,0.36085999506070315,0.35203410521082523,0.3608293160995082,0.363671230898108,0.38276237876843683,0.002841914798599734,0.11585149752593009,4,25,1000000000.0
MNAR,1.5,1.5,0.9,1000,pattern,1.358851181323486,0.1224375,12,0.943,2.973572115717008,0.096,0.8272459774971656,0.8125264432474931,0.823296801911966,0.8144950151488805,0.8155767694686533,0.8297833640960479,0.0010817543197730606,0.18620396014234886,3,25,1000000000.0
MNAR,1.5,1.5,0.9,4000,pattern,1.5022979620377952,0.15184375,12,0.982,2.867321830264796,0.09875,0.47828502247623456,0.6241595850781284,0.4773510919762169,0.623611425861476,0.8118251274787036,0.8213583368019767,0.18821370161722759,5.960464477539063e-08,25,25,300.0
MNAR,1.5,1.5,0.5,1000,pattern,1.4099026125649259,0.1178125,57,0.702,14.345958887345661,0.103,0.4880969743488325,0.4777586859911236,0.4885902644530541,0.4802487684923101,0.4929909594948588,0.5345809096521819,0.012742191002548767,0.046399461870904636,9,25,1000.0
MNAR,1.5,1.5,0.5,4000,pattern,1.4763892992053036,0.11584375,60,0.8565,13.95740703241044,0.0995,0.45218292215605127,0.4780881540950505,0.4518746183906305,0.47626079355181894,0.50133521092058,0.5161109209831849,0.025074417368760985,0.0002931615477586367,17,25,1000.0
MNAR,1.5,1.5,0.1,1000,pattern,1.4882228867573486,0.1161875,197,0.0,150.21272667168074,0.097,0.2788791617681342,0.2686878803937285,0.27805201434455656,0.2641073388198995,0.26417723482805805,0.2907761502898898,6.989600815854536e-05,1.0,2,25,1000000000.0
MNAR,1.5,1.5,0.1,4000,pattern,1.475190261487721,0.11921875,215,0.3665,161.16511830275894,0.10275,0.35101415050653517,0.35492238466730036,0.3507451430545434,0.3538805308316121,0.3536261839935653,0.3748426111456926,-0.00025434683804671733,1.0,2,25,1000000000.0
