seed,het,het_null,het_excess
0,1.2543927490113425,1.2354259416399562,0.01896680737138623
1,1.2543927490113425,1.2287744996858032,0.025618249325539244
2,1.2543927490113425,1.1531708730229777,0.10122187598836474
3,1.2543927490113425,1.0680359591530242,0.18635678985831827
4,1.2543927490113425,1.0664328245681853,0.18795992444315712
